record_id;base_id;id;file_name;title;author;date;print_run;typography_name;production_method;original_language;text_language;is_translation;note;has_text;record_type;text_word_count;text_char_count_with_spaces;text_char_count_without_spaces;source
349;76;76;lclc_ex-n076x-Latvian_United_Revolutionary_Writers_Artists_Journalists_Association_Central_Board-2000-1935-02.txt;Visiem Latvijas pretfašistiem!;Latvijas Apvienoto revolucionāro rakstnieku, mākslinieku un žurnālistu apvienības Centrālā valde;1935-02;2000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 686.
350;77;77;lclc_ex-n077x-Revolutionary_metal_workers_committee-unk-[1935-02..1935-03].txt;Strādnieki un strādnieces no Bekera atslēgu fabrikas!;Revolucionāro strādnieku metālistu komiteja ;[1935-02..1935-03];unk;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 687.
351;78;78;lclc_ex-n078x-LKP_Riga_org_West_district_committee-300-[1935-03-07…].txt;Rīgas strādnieki!;LKP Rīgas organizācijas Rietumu rajona komiteja;[1935-03-07…];300;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 687.
352;79;79;lclc_ex-n079x-LKP_Riga_org_West_district_committee-unk-[1935-03-07…].txt;Strādnieki un pilsoņi!;LKP Rīgas organizācijas Rietumu rajona komiteja;[1935-03-07…];unk;unk;shapirograph;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 687.
353;80;80;lclc_ex-n080x-LKJS_CK-2000-1935-03.txt;Biedri jaunieši, visi Latgales darbaļaudis!;LKJS CK;1935-03;2000;unk;typographic;Latgalian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 687.
354;81;81;lclc_ex-n081x-LSJS_CK-1500-1935-03.txt;"Visiem bij. ""Darba jaunatnes"" biedriem! Visiem slēgto sociālistisko organizāciju jauniešiem!";Latvijas Sociālistiskās jaunatnes savienības Centrālā komiteja;1935-03;1500;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 687.
355;82;82;lclc_ex-n082x-LSJS_CK-1500-1935-03.txt;Biedri! Tu esi mācījies...;Latvijas Sociālistiskās jaunatnes savienības Centrālā komiteja;1935-03;1500;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 687.
356;83;83;lclc_ex-n083x-VEF_revolutionary_unit_committee-300-1935-03.txt;Darba biedri! Vefa strādnieki!;VEF revolucionārās vienības komiteja;1935-03;300;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 687.
357;84;84;lclc_ex-n084x-LKP_Riga_committee-unk-1935-04-08.txt;Ārā no partijas!;LKP Rīgas komiteja;1935-04-08;unk;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 687.
358;85;85;lclc_ex-n085x-LSSZP_CK-10000-[1935-04-11…].txt;Strādnieki, darba zemnieki, inteliģence! Boikotēsim apvērsuma jubileju! Nost fašistu 15. maija ākstu svētkus! Vienotu darbaļaužu cīņu pret fašismu!;LSSZP CK;[1935-04-11…];10000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 687.
359;86;86;lclc_ex-n086x-LKP_Riga_committee-15000-1935-04.txt;Nost kara stāvokli!;LKP Rīgas komiteja;1935-04;15000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 688.
360;87;87;lclc_ex-n087x-LSSZP_CK-5000-1935-04.txt;Sveicam sarkano Pirmo Maiju!;LKP Rīgas komiteja;1935-04;5000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 688.
361;88;88;lclc_ex-n088x-LKJS_Riga_committee-5000-1935-04.txt;Lai dzīvo revolucionārais 1. Maijs! Lai dzīvo strādnieku šķīras revolucionārā vienība! Lai dzīvo plaša tautas fronte pret karu un fašismu!;LKJS Rīgas komiteja;1935-04;5000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 688.
362;89;89;lclc_ex-n089x-Latvian_Revolutionary_Writers_Artists_Journalists_Association_Central_Board-500-1935-04.txt;Visai Latvijas darba tautai! [izdota arī krievu valodā];Latvijas Revolucionāro rakstnieku, mākslinieku un žurnālistu apvienības Centrālā valde;1935-04;500;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 688.
363;90;90;lclc_ex-n090x-SP_CK_SP_Riga_committee-5000-1935-04.txt;Visiem sociāldemokrātiskiem, komunistiskiem un bezpartejiskiem strādniekiem, darba zemniekiem, darba inteliģencei, visai darba tautai!;SP CK un SP Rīgas komiteja;1935-04;5000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 688.
364;91;91;lclc_ex-n091x-LKP_Riga_committee_LKJS_Riga_committee-400-[…1935-05-01].txt;Ārā fašistus no arodbiedrību valdēm!;LKP un LKJS Rīgas komiteja;[…1935-05-01];400;unk;typographic;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 688.
365;92;92;lclc_ex-n092x-SP_CK-5000-[…1935-05-01].txt;Arī politieslodzītie 1. Maijā demonstrē!;Latvijas Sarkanās Palīdzības CK;[…1935-05-01];5000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 688.
366;93;93;lclc_ex-n093x-LKP_CK-7000-[1935-05-01..1935-05-15].txt;LKP CK;Nost fašismu! Lai dzīvo sociālisms!;[1935-05-01..1935-05-15];7000;unk;typographic;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 689.
367;94;94;lclc_ex-n094x-LKP_CK_LKJS_CK_LSSZP_CK_LSJS_CK-4000-1935-05-05.txt;Nost fašismu! Lai dzīvo sociālisms!;LKP CK, LKJS CK, LSSZP CK un LSJS CK;1935-05-05;4000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 689.
368;95;95;lclc_ex-n095x-LKP_Riga_committee-6000-1935-05-05.txt;Nost hitlerisko pretpadomju intervences gatavotāju!;LKP Rīgas komiteja;1935-05-05;6000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 689.
369;96;96;lclc_ex-n096x-LKP_Riga_committee-6000-1935-05-05.txt;Nost kara stāvokli!;LKP Rīgas komiteja;1935-05-05;6000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 689.
370;97;97;lclc_ex-n097x-LKP_Riga_committee-10000-1935-05-07.txt;Strādnieki! Visi kā viens nepiedalieties un boikotējiet fašistu svētkus!;LKP Rīgas komiteja;1935-05-07;10000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 689.
371;98;98;lclc_ex-n098x-LKP-unk-[…1935-05-15].txt;Biedri strādnieki!;Latvijas Komunistiskā partija;[…1935-05-15];unk;unk;shapirograph;Russian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 689.
372;99;99;lclc_ex-n099x-LKP_Riga_garrison_soldiers_org-unk-[1935-05-15…].txt;Visiem Rīgas garnizona kareivjiem!;LKP Rīgas garnizona kareivju organizācija;[1935-05-15…];unk;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 689.
373;100;100;lclc_ex-n100x-LSJS_LSSZP-1500-[1935-05-15…].txt;Darba tauta!;LSJS un LSSZP;[1935-05-15…];1500;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 690.
374;101;101;lclc_ex-n101x-SP_Riga_committee-unk-[1935-05-15…].txt;Vai arī tu piedalies fašisma sumināšanas svētkos!;Latvijas Sarkanās Palīdzības Rīgas komiteja;[1935-05-15…];unk;unk;shapirograph;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 690.
375;102;102;lclc_ex-n102x-SP_Riga_org_I_district_committee-unk-[1935-05-15…].txt;Biedri strādnieki un darbaļaudis!;Mopra 1. rajona komiteja;[1935-05-15…];unk;unk;shapirograph;Russian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 690.
376;103;103;lclc_ex-n103x-LKP_Riga_org_West_district_committee-unk-1935-05.txt;Nost Hitlera kalpu — Latvijas korupcijas tēvu Ulmani! Nost karu!;LKP Rietumu rajons [LKP Rīgas organizācijas Rietumu rajona komiteja];1935-05;unk;unk;shapirograph;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 690.
377;104;104;lclc_ex-n104x-LKP_Riga_committee-700-1935-06-08.txt;Strādnieki, uzmanieties!;LKP Rīgas komiteja;1935-06-08;700;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 690.
378;105;105;lclc_ex-n105x-LKP_woodworkers_faction-2000-1935-06-16.txt;Biedri kokstrādnieki!;LKP kokstrādnieku frakcija;1935-06-16;2000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 690.
379;106;106;lclc_ex-n106x-LSSZP_CK-2500-[1935-08-15…].txt;"Šķiru naids ""iznīcināts"", tauta apvienota, kara stāvoklis pagarināts!";LSSZP CK;[1935-08-15…];2500;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 690.
380;107;107;lclc_ex-n107x-LKP_LSSZP_Liepaja_org_committee-1000-[1935-08..1935-09].txt;Ulmanis karā pret tautu!;LKP Liepājas organizācijas komiteja un LSSZP Liepājas organizācijas komiteja;[1935-08..1935-09];1000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 690.
381;108;108;lclc_ex-n108x-LSSZP_CK-5000-[1935-10-13..1935-10-25].txt;Jo grūtāki laiki — jo lepnāki svētki!;LSSZP CK;[1935-10-13..1935-10-25];5000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 691.
382;109;109;lclc_ex-n109x-LKP_Riga_committee-4000-[1935-10-19…].txt;Strādnieki un darba jaunatne! Pašvaldību un valsts darbinieki — visi darbaļaudis!;LKP Rīgas komiteja;[1935-10-19…];4000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 691.
383;110;110;lclc_ex-n110x-LKP_CK_LKJS_CK-1000-1935-10-20.txt;Strādnieki, zemnieki, kareivji, jaunatne!;LKP CK un LKJS CK;1935-10-20;1000;unk;rotator;Russian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 691.
384;111;111;lclc_ex-n111x-LKJS_regional_and_city_committee-3000-1935-10.txt;Padomju Savienība iet no uzvaras uz uzvaru!;[LK] partijas apgabala un pilsētas komiteja [domāta komjaunatne (red.)];1935-10;3000;unk;rotator;Russian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 691.
385;112;112;lclc_ex-n112x-LKP_Riga_committee_LKJS_Riga_committee-4000-1935-10.txt;Nost rokas no Padomju Savienības! Par SPRS — visu darbaļaužu tēvijas aizstāvēšanu!;LKP un LKJS Rīgas komiteja;1935-10;4000;unk;typographic;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 691.
386;113;113;lclc_ex-n113x-SP_CK-4000-[…1935-11-18].txt;Visai Latvijas darba tautai! Visai progresīvai sabiedrībai!;Latvijas Sarkanās Palīdzības CK;[…1935-11-18];4000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 691.
387;114;114;lclc_ex-n114x-LKP_CK-10000-1935.txt;Nost fašistiskos Hitlera kalpus, lauku darbaļaužu izpostītājus un ūtrupju rīkotājus! Par visu banku, rentes un nodokļu parādu strīpošanu trūcīgiem, sīkiem un vidējiem zemniekiem!;LKP CK;1935;10000;unk;typographic;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 691.
388;115;115;lclc_ex-n115x-LKP_Riga_committee-15000-1935.txt;Nost ar dzīves dārdzību un viņas cēlājiem — fašistiem!;LKP Rīgas komiteja;1935;15000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 692.
389;116;116;lclc_ex-n116x-LKP_Riga_committee-15000-1935.txt;Par sociālās apdrošināšanas likumprojekta izvešanu dzīvē, par kuru pag. gada februārī nobalsoja 414 tūkst. Latvijas darbaļaudis!;LKP Rīgas komiteja;1935;15000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 692.
390;117;117;lclc_ex-n117x-LKP_Riga_committee-15000-1935.txt;Par no fašisma neatkarīgu zinātni un mākslu! Par preses un organizēšanās brīvību!;LKP Rīgas komiteja;1935;15000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 692.
391;118;118;lclc_ex-n118x-LKP_Riga_committee-15000-1935.txt;Nost Ulmaņa nāves sodu un karātavu režīmu!;LKP Rīgas komiteja;1935;15000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 692.
392;119;119;lclc_ex-n119x-LKP_Riga_committee-15000-1935.txt;Nost Ulmaņa fašistisko valdību — Hitlera aģentus un tautas nodevējus!;LKP Rīgas komiteja;1935;15000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 692.
393;120;120;lclc_ex-n120x-LKP_Riga_committee-15000-1935.txt;Nost ar laupīšanas karu, ko imperiālistiskās plēsoņas ar hitleriskās Vācijas, Polijas un Japānas imperiālistiem priekšgalā gatavo pret SPRS!;LKP Rīgas komiteja;1935;15000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 692.
394;121;121;lclc_ex-n121x-LKP_Riga_committee-15000-1935.txt;Prasām pilnīgi atbrīvot no nodokļiem visus bodniekus, tirgus vietas turētājus, nomaļniekus, ormaņus un šoferus, kuri strādā pašu un ar savu ģimeņu rokām!;LKP Rīgas komiteja;1935;15000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 693.
395;122;122;lclc_ex-n122x-LKP_Riga_committee-15000-1935.txt;Politiskās brīvības Latvijas darba tautai!;LKP Rīgas komiteja;1935;15000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 693.
396;123;123;lclc_ex-n123x-LKP_Riga_org_students_faction-150-1935.txt;Biedri studenti!;LKP Rīgas organizācijas studentu frakcija;1935;150;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 693.
397;124;124;lclc_ex-n124x-LKP_Liepaja_org_transport_workers_district-unk-1935.txt;Biedri strādnieki!;LKP Liepājas organizācijas transportstrādnieku rajons;1935;unk;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 693.
398;125;125;lclc_ex-n125x-LKP_Riga_org_West_district_committee-500-1935.txt;Par Padomju Latviju! Nost Ulmaņa nāves sodu un karātavu režīmu!;LKP Rīgas organizācijas Rietumu rajona komiteja;1935;500;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 693.
399;126;126;lclc_ex-n126x-LSSZP_CK-2500-1935.txt;Strādnieki! Darba zemnieki! Inteliģence!;LSSZP CK;1935;2500;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 693.
400;127;127;lclc_ex-n127x-Latvian_Revolutionary_Writers_Artists_Journalists_Association_Central_Board-500-1935.txt;Prasām atbrīvot Telmani!;Latvijas Revolucionāro rakstnieku, mākslinieku un žurnālistu apvienības Centrālā valde;1935;500;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 693.
401;128;128;lclc_ex-n128x-Latvian_Revolutionary_Writers_Poets_Artists_Association-unk-1935.txt;Biedr strādniek, darba zemniek, gara inteliģent!;Latvijas Revolucionāro rakstnieku, dzejnieku un mākslinieku apvienība;1935;unk;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 693.
402;129;129;lclc_ex-n129x-LSSZP_CK-15000-1935.txt;Boikots Ulmaņa svētkiem! Strādnieki! Darba inteliģence!;LSSZP CK;1935;15000;unk;rotator;Latvian;None;False;;FALSE;metadata_only;0;0;0;Latvijas KP CK Partijas vēstures institūts — PSKP CK Marksisma-ļeņinisma institūta filiāle, LKP, LKJS un Sarkanās Palīdzības revolucionārās lapiņas: 1920.–1940. 3. daļa (Latvijas Valsts izdevniecība, 1963), 694.
